Equipment Type_Centrifugal,Equipment Type_Exhaust,Location_Plant B,Location_Plant C,Vibration_Z,RPM,Temperature (°C),Humidity (%),Sound (dB),Pressure (bar),Current (A),Vibration_Y,Vibration_X,vibration_total,Overheating
0,0,0,1,61.17848121057693,1.2287022236380536,0.4651461255177093,0.3022504224275325,0.5578115896782663,4.403857253902551,59.628957030901766,72.19535686524362,4.316544135075011,0.7878848636604348,1
0,0,0,1,60.61455655973337,1.3920378477613202,0.36492430447735946,0.29749929388192886,0.4546404462674574,4.476463070160805,59.076725038815056,72.17636068356329,3.811848608954719,0.6602205924979611,1
0,0,0,1,59.80100584739564,1.4008070175640128,0.3646771929743949,0.44062690089179557,0.5287555556576651,4.199941520299893,59.935052633453196,71.95766081773938,4.043345029656265,0.7932205810789709,1
1,0,1,0,66.681391081689,1.739184268544619,0.241040964366047,0.45015567882621577,0.536096508075259,5.9172213924875505,68.47731242441209,59.10111798591536,5.549441007042321,0.7709816927169453,1
1,0,0,1,66.39607459401546,1.2949355728333003,0.5361193392873735,0.31988609788178396,0.3201518509286819,6.391701735311793,66.30783721904618,59.02,4.6040270744721505,0.733537184639502,1
1,0,1,0,65.0192210179585,1.5369234160421028,0.3117474817211784,0.41784726462099087,0.5608371998236525,6.122962793521989,68.16648139676099,60.818617046938726,5.1826477071393136,0.8039460644755583,1
1,0,0,1,66.37079826173472,1.323976465240956,0.5115421396016353,0.3253178203506233,0.3393511075759654,6.3341577448003274,66.4062535766499,59.02,4.666949008022072,0.7350099751907282,1
0,1,0,1,68.24751780492305,1.7143251142075706,0.44799342422197463,0.5539426481833927,0.3409521465294293,6.899157988800961,69.9191433759609,59.28756164344322,5.45621917827839,0.8040013407410522,1
1,0,1,0,68.55084642710999,1.52875311601597,0.1726908709788265,0.5242997903835457,0.6544039413073928,5.173313283709134,68.41830081964525,60.04380911020061,5.30368050307949,0.8600264831084052,1
0,1,0,1,63.15187795973575,1.1312386621790136,0.6178008327973031,0.4423076688980301,0.4462909163799567,7.3280851505858715,68.76904257529293,64.24307364572421,4.40707391298929,0.8940605764568967,1
1,0,1,0,66.95084149598725,1.7349072778414723,0.2766469119697432,0.4680121150118532,0.5025221310555574,6.0861625252618445,68.7253778851946,59.13319541618896,5.533402291905521,0.7766626875611589,1
0,1,0,1,62.98243455638596,1.0944266767867266,0.6455722276594255,0.44452721507609444,0.4358969440338992,7.437438401310018,68.823719200655,64.55381011065323,4.33669805856286,0.9022376007771393,1
1,0,1,0,65.65266374959552,1.7053552377372134,0.17126872206730506,0.4326797526029276,0.6082315979928431,5.55071687667739,67.97054085810952,59.20393642052268,5.430171751099224,0.7729419653557714,1
1,0,0,1,66.32289905525653,1.379009596088249,0.46496780479198185,0.3356110540831725,0.3757341218583423,6.22511061515847,66.59275474229906,59.02,4.786187458191206,0.7378009457290481,1
1,0,1,0,64.07906338262255,1.5030929797715356,0.26309578718372284,0.5580823525416478,0.5503845922146592,5.825793547510711,68.51664895461685,60.037256923341275,4.7060728675820975,0.8469087548215632,1
1,0,1,0,66.97687498974823,1.734494047781774,0.28008705221673047,0.46973735051109305,0.4992782750869268,6.102485112619923,68.74934522865709,59.136294641636695,5.531852679181653,0.7772115683050174,1
0,1,0,0,69.72034584704177,1.4273169418382134,0.18263559393743006,0.5789957666558653,0.6697188146636422,5.028120328513522,68.67885256116067,60.5132000338467,5.172410160025923,0.9074378423120834,1
0,1,0,1,63.79692730318454,1.2713771776886549,0.5120786880084119,0.43385814075700757,0.4858594384062084,6.911791325101349,68.56089566255068,63.060139705981065,4.674985780875369,0.8629316917386841,1
1,0,1,0,66.00205073673564,1.7476438343888332,0.15299401423019124,0.4045593097653188,0.6194423127348396,5.494668698525831,67.84201521653993,59.02,5.5848949745091385,0.7564959987393485,1
0,1,1,0,55.716022526827494,1.7798625174013447,0.397870854625883,0.5858450766386352,0.33241124013923806,3.258605434309839,75.753925917198,61.187591500144755,5.345352299159054,0.7858925548557322,1
0,1,0,1,55.15565230253171,1.7673040134175386,0.5243135785319383,0.5661651710885823,0.5608096834435784,3.641914998482082,74.14816586151458,62.16191499848208,4.305736120757847,0.9644340950766275,1
0,0,1,0,57.498995926474194,1.5401350014824609,0.46329648917874505,0.6063218019567065,0.4682568324932722,3.733066142899296,73.88105469908172,59.894061778832445,5.959654058701194,0.9002824037293389,1
0,1,0,1,55.20694427546158,1.2707110218715068,0.621376066302684,0.6369628503077206,0.4869718335616362,3.12898142515386,73.4528760594601,62.36385657894908,5.024074299384559,1.0149385299395721,1
0,1,0,1,55.15805188951254,1.7610650872673983,0.5342958603721628,0.5653013197754859,0.5792385114563007,3.678388720590595,73.99795171651505,62.19838872059059,4.249585785406584,0.9790245553062383,1
0,0,1,0,58.51425856660087,1.4036291002889576,0.5005512247128053,0.6179816810169848,0.545610176502924,4.003234072344771,72.81460234600748,59.157498686975835,6.309450430509546,0.9654183950986563,1
0,0,1,0,55.59772754104367,1.8108221648925635,0.5930850149742554,0.49891038282503203,0.509002798484999,6.289533876968023,76.21139027963164,62.210134021289235,4.493662738587977,0.9419638252002235,1
0,1,1,0,55.13490261043197,1.8212532128768724,0.43799485939700417,0.57363506024449,0.40145204811754615,3.326519678565977,75.44709658695854,61.846519678565976,4.791278915891851,0.8382675673460436,1
0,1,1,0,55.12526824611254,1.8463025601073888,0.39791590382817815,0.5771034313994845,0.32746013014432884,3.180077340910651,76.05020779335482,61.700077340910646,5.016723040966498,0.7796867321591523,1
0,0,1,0,55.65164022707455,1.8052723295658546,0.6175835737735851,0.48987207957867734,0.5340563408169996,6.649480339586007,76.19236227279721,62.27673204520975,4.420722045722659,0.9638921878336983,1
0,1,1,0,54.72062748268493,1.9630638754361467,0.29934624264436605,0.5467925389262042,0.1993957058792754,3.7505907136906753,77.66829844295182,63.72636795422625,5.230180891006628,0.6571800998153278,1
0,1,1,0,55.12433674111539,1.8306065324400893,0.38823924714789726,0.5818911607435977,0.2969745045654123,3.101445580371799,76.23399638244831,61.657103229542834,5.134217678512804,0.7609857113381274,1
0,1,1,0,54.89676871114139,1.9176080745441566,0.3331539945577836,0.560997476704951,0.23803313663746695,3.4636509705599883,77.10010093180195,62.7973650234962,5.190407065226137,0.6970830072391866,1
0,0,1,0,58.5357753412789,1.4007360885675426,0.5013407758284415,0.6182287924348557,0.5472495498117259,4.008959824710072,72.79200069193392,59.1418884778957,6.316863773045672,0.9667988422798394,1
0,0,1,0,55.460272779082935,1.824971919800286,0.5306239540244522,0.5219542693890371,0.4451267620444236,5.371821201524313,76.25990372502955,62.040336962396566,4.679630945946615,0.8860556876563801,1
0,1,1,0,54.85170793566778,1.929236661763153,0.3245052328136552,0.5573635431990147,0.22814883750132015,3.537056427379902,77.2454582720394,63.03502427478443,5.200582079042759,0.6868749715173555,1
0,1,1,0,67.34676806317452,1.688113122400619,0.3311330906027597,0.6893768934983107,0.48773288549619526,7.009933439326198,73.10221486075274,67.105556125296,4.2790446643854,1.012542625949984,1
0,1,1,0,66.42780706097547,1.790312282439019,0.6880527415044958,0.37835322566622887,0.3740083278844699,6.472796670962789,73.7198334423106,68.6042609333248,3.856578764159174,0.8824756653223179,1
0,1,1,0,65.66864093839223,1.759945637535689,0.7033958884030204,0.3235334403933753,0.38855235254869636,6.559101872266989,73.42895294902607,68.75289766890425,3.8310068526616328,0.8842181883148863,1
0,1,1,0,68.71434639595512,1.7782261441617953,0.6084600657860646,0.5206343318935508,0.4677930430760889,5.69063800666321,73.5896577067377,67.88486517649821,4.049019700074486,0.9431745448610691,1
0,1,1,0,67.60324257065615,1.8226702971737538,0.659570841749817,0.45999980885580727,0.37096828115717906,6.265237413460675,74.02775007214129,68.33565587133378,3.912512658680613,0.8891139188529134,1
1,0,0,0,65.66994580697914,1.791621618574104,0.5229297182101135,0.5566919003639906,0.6512811046079164,7.58043252934349,73.30172966634136,65.30902678078762,4.220054080262705,1.0188752617734664,1
0,1,1,0,67.16176725221959,1.8175048670428837,0.5988602643039561,0.4183456631753052,0.4766192941159327,6.780669476222918,75.5286102014303,69.15554293310794,3.852514601128651,0.8885589134222289,1
0,0,0,1,70.29762960385749,1.7148948158457007,0.5356290382225559,0.6070363583819369,0.6057648654790091,4.871854404862274,72.96539175619333,67.24250456072068,4.243537351331062,1.0202090032244648,1
0,0,0,1,70.39621800391964,1.7109512798432147,0.5310939718196969,0.6124164682139001,0.614356140341568,4.820870117972989,72.92651975845455,67.20250583840975,4.255649640481555,1.0250058102402884,1
0,1,1,0,67.38608095124822,1.764281843043416,0.5119723757417877,0.5608728906073982,0.4164782758626108,6.661031557672095,73.63785296075692,67.80581694410883,4.070194946493859,0.9414965911787514,1
0,0,0,1,64.2975709596919,1.7051028383876756,0.7311059342883324,0.2245277556156459,0.4148191668774817,6.71497088037187,72.90361666245036,69.02133873841822,3.7848234428527796,0.88736522147566,1
0,1,1,0,67.12718528141895,1.8158315458751106,0.589601220508945,0.4141065828836134,0.4929062868155907,6.837004622204612,75.71992658827902,69.25538442945174,3.847494637625332,0.8896785522804252,1
0,1,0,1,67.27917492193257,1.5571514112443396,0.020204640889787018,0.9103219739329367,0.6102454539972306,7.609822567848509,72.18125831133116,65.90155329692377,4.638133227233262,1.1346965784647287,1
0,1,1,0,66.92811125147769,1.8192129660411773,0.6272250116356501,0.4799879544055271,0.43827590216211126,6.703027679890562,73.87562969365648,67.53840765612712,3.9827684920458752,0.9191762948676572,1
1,0,0,0,65.8745859032931,1.7961093399844978,0.5398933051414017,0.5442160348430961,0.6166358953196771,7.43772298849297,73.39507427167756,65.67163467074742,4.181459676133319,1.0026592654756679,1
0,0,0,1,69.54713242788453,1.7449147028846188,0.5701519083173117,0.56608065535027,0.5403643972870804,5.259968658722572,73.26130207129124,67.54699198640112,4.151333412568671,0.9836936513494643,1
0,1,1,0,68.45355517150142,1.7886577931399434,0.620456462110935,0.50640258221622,0.445066950659409,5.8255043255949825,73.69248396095087,67.99067190184799,4.016979635355888,0.9304857784916372,1
0,1,1,0,67.10854993967533,1.8231699548174414,0.6421824292099284,0.468987525607513,0.4077279488093526,6.577195436805365,73.95793506020277,67.85813234924926,3.9487383885700043,0.9048780554097182,1
0,0,0,1,69.70073916167047,1.7387704335331813,0.5630859985631584,0.5744631942511599,0.5537501269455694,5.18053203353613,73.20073713054136,67.48467154012226,4.170205097005229,0.9911673689251387,1
0,1,1,0,66.96206957595795,1.80784207625603,0.5453928219500331,0.3938665931819429,0.5706704577746405,7.105983432713654,76.63338928139389,69.73208945005688,3.82352622876809,0.8950244002946507,1
1,0,0,1,56.33421863281183,1.9889992499957279,0.35971667734974416,0.44682141327862007,0.4109053359322935,5.860377156262282,67.63278661721807,67.39806010936138,6.218275742156128,0.7632797062554393,1
0,0,0,1,57.98142648817645,1.8772052406726365,0.3250422122677041,0.34714701639039924,0.6397525470596594,5.892416302011157,65.2656768597431,66.7978893762481,5.915371181483851,0.8131932227997526,1
1,0,0,1,56.33024345461943,1.9635581095643189,0.395413777517565,0.43115921120053385,0.37989894603151375,5.933520435002583,67.81484977843034,67.31696647423627,6.031442367112968,0.7617733178428551,1
0,1,1,0,56.69947137280849,1.8261134531854313,0.5189733047452647,0.47048682830273864,0.6573847908078928,4.728415877726511,65.26249209961715,67.48464172851673,5.719020023088245,0.9742166487980164,1
1,0,0,1,56.517340830911,1.9764472933103896,0.3016704154555023,0.4386770079623993,0.5314102014263773,5.948509022298701,67.03351347043431,68.04073659257942,6.581490977701299,0.7830226554439323,1
0,1,1,0,56.78620535129173,1.7606204490246156,0.5936707311124656,0.4609283898576466,0.6880071954560582,4.519546296889314,64.85360334391044,67.42622904913006,5.411025895413056,1.025084055961978,1
1,0,0,1,56.490830702268134,1.9836584493077354,0.33928684970847467,0.4934798817908587,0.5837218601885453,5.230856676170616,66.2460838321645,67.62515483316636,6.459907302149891,0.8518538778870943,1
1,0,0,1,57.28049854902307,1.9686306240404694,0.27905247396752136,0.4166857170732056,0.594316901992009,5.753892993878077,65.9721457312218,67.1940660375087,6.364186699835033,0.7943177174258514,1
1,0,0,1,56.398797239747495,2.0568875873142005,0.24239861987374692,0.4884935409156365,0.5332448046229555,5.680374708952665,66.94601701028981,67.81352804284936,6.849625291047335,0.7732732681966786,1
1,0,0,1,56.443670258349876,2.026438038976872,0.26483512917493607,0.46963618905058946,0.5325503412398235,5.781873203410425,66.97913757163919,67.89953466183725,6.748126796589575,0.7769637623939092,1
1,0,1,0,56.783323998278355,1.795958715453973,0.4346619991391778,0.32690074834254823,0.5272937952647397,6.550137615153424,67.22983437968165,68.55053766336685,5.979862384846577,0.8048979240642202,1
1,0,0,1,56.5747778484515,1.9374721742650562,0.33038892422574806,0.4145397851150261,0.5305212952025364,6.078426085783146,67.07590745957134,68.15082420953203,6.451573914216854,0.7877464513137331,1
1,0,1,0,57.051803389623444,1.6137762713269492,0.5689016948117217,0.21407548031300538,0.5231387570653515,7.1574124289101695,67.42799773996016,69.06512316344494,5.372587571089831,0.8269784897737558,1
1,0,0,1,56.387174273297035,2.085151181743865,0.22043910251672233,0.5053119594476065,0.5364097157394124,5.577346694327478,66.87253185892986,67.69898845422341,6.936196710378975,0.770261111567809,1
1,0,0,1,56.331045297566405,1.9686899044249804,0.3882132278536994,0.4343184724116286,0.3861533210179449,5.9187665247781815,67.77812537145873,67.33332407035462,6.06912898562095,0.7620771751457421,1
1,0,0,1,56.515299317916856,1.9651821476954356,0.36035982073655715,0.49078334047446903,0.592360779591053,5.171932254812471,66.1307317869634,67.60867596956619,6.373018748621779,0.8662041366519734,1
1,0,0,1,56.36623520997079,2.078983250376967,0.22611760498539243,0.5021773462860868,0.5337487407980712,5.6067224987434425,66.92198313116891,67.75111748577734,6.923277501256558,0.7705952673470853,1
1,0,0,1,56.34378158004998,2.0502021123198366,0.2738414111512291,0.4844994253968995,0.48549632438980106,5.684418927080469,67.19480363371116,67.59314423301947,6.667734262348801,0.7669035722087201,1
1,0,0,1,56.329317866254065,1.9576343440260366,0.40372556103846724,0.42751239304102884,0.37267935678173225,5.9505512609251445,67.85724172556367,67.298084471583,5.987939713941207,0.7614225673806345,1
1,0,0,1,56.59150364637925,1.9076401037544446,0.4259888546368225,0.4823853124398379,0.6192655731094082,4.988419790352013,65.7714828099264,67.55735468713235,6.102415623061443,0.9108961555278485,1
0,1,1,0,73.6200041316355,1.2291582317588148,0.5295993596582521,0.4119935275160846,0.44080534325255205,5.65244026703912,62.21666942109033,65.85541485933345,5.439587206484302,0.8160268874547263,1
0,1,0,0,73.28788656512063,1.4385626070472564,0.5065730475691512,0.7375407088536841,0.43233935965655995,5.584350371097155,66.92943853479015,67.74500954805974,5.937743967662755,1.0439891084350499,1
0,1,0,0,72.95151002349422,1.477079004943409,0.4787128530909342,0.7677118872056703,0.4268186759581114,5.717873883803818,67.30176371445296,67.80727772465852,6.0160606433849315,1.048716873877736,1
0,1,1,0,76.01879308298037,1.1231756227609075,0.7372084002436845,0.48470529138555857,0.4811855465820352,4.486648960155651,63.90299320482264,67.26264937151058,5.293870290239856,1.0059529127039217,1
0,1,1,0,75.07219540717496,1.10143619362186,0.4204871012527104,0.3817222084851476,0.40838572608197443,4.9440951594535045,67.08474326139093,66.8587238724372,4.2736316007968265,0.7341549583794242,1
0,1,0,0,71.02126397774903,1.6980995445325529,0.31884132945478666,0.9408446432171664,0.39513906528366743,6.484078421046183,69.43829559714801,68.16459426366096,6.465469073882858,1.0758464427437218,1
0,0,0,0,73.39179343453152,1.2860903296414556,0.7478996778827205,0.31568128299698983,0.6446093619215851,4.827751627686798,66.62163237589179,68.93761620162621,5.492422589250524,1.0606585333446377,1
0,0,0,0,71.96409385919874,1.3029364122139173,0.389420816793557,0.36062205371771683,0.4156661113937763,6.444872575630964,61.11272923946583,64.92635629063956,5.540690638959813,0.6883798668549477,1
0,1,1,0,74.43583338451553,1.30711831475013,0.6016510856640727,0.634576013220935,0.45117970821914805,5.128676824467117,65.65881037591792,67.53250794217938,5.670473906658597,1.0278547392649058,1
0,0,0,0,72.07620448873175,1.367677241008884,0.753253818941208,0.23103486245328286,0.7264512323870368,4.998574223362351,67.98311395933575,69.77643163412259,5.5918566374795775,1.0880548483119954,1
0,0,0,0,72.08172515351924,1.3673348742003568,0.7532313511193984,0.2313900680171298,0.7261077956822329,4.997857392856997,67.97740071321846,69.77291167537241,5.591439377931684,1.0879398839290622,1
