Equipment Type_Centrifugal,Equipment Type_Exhaust,Location_Plant B,Location_Plant C,Vibration_Z,RPM,Temperature (°C),Humidity (%),Sound (dB),Pressure (bar),Current (A),Vibration_Y,Vibration_X,vibration_total,Misalignment
0,1,0,0,51.91284384030853,1.3632960595895485,0.6456059117946815,0.37400285721022886,0.7407912803386456,6.084364529231911,68.31380048871955,61.07864827651255,5.7344788176410635,1.0872360821139901,1
0,1,0,0,51.714394268428414,1.409264604488333,0.6904532726715444,0.38050572453737397,0.6974014586902807,5.815280363970733,67.93820384137582,61.141434581740164,5.725509345465691,1.0843161001055097,1
0,0,0,0,53.48461697384239,1.0218431155312389,0.8703978871934702,0.35824608773841204,0.4453340770027008,4.380471441416769,65.36792723378719,61.83815688446876,6.550010170027407,1.0482093753801465,1
0,1,0,0,50.45590756817164,1.6439282785625358,0.6587670303452577,0.37376027520624133,0.6114884147672004,4.57118757376546,66.35035860718732,61.40536965739065,4.927961359249735,0.9908111207204622,1
0,0,0,0,53.56030740886893,1.0050439915477927,0.8720966750120209,0.3569248083239837,0.4411626091371485,4.358764708179732,65.3192286496554,61.854956008452206,6.57756828352834,1.0473080010693503,1
0,0,0,0,53.97939930920173,0.9120285822469961,0.8815027276379442,0.3496089896149323,0.41806552435571476,4.238576257959601,65.04958847437894,61.947971417753,6.730155359459984,1.0423171634200452,1
0,0,1,0,52.36847688273108,1.2577539424182238,0.5426379926031453,0.35907250892745607,0.8404127421564569,6.702172044381129,69.17615681194866,60.9344931896444,5.755072401479371,1.0939402552383686,1
0,1,0,0,51.07883495146618,1.4838170669469817,0.657691364355388,0.4428226877813542,0.4020802248577643,4.626755237667263,65.98230965776231,62.2451456309397,5.475268267787927,0.9190502221633603,1
0,1,0,0,50.83797142282333,1.5867208564756508,0.746416973471235,0.3876535062844848,0.590852880371574,4.8347503398086085,66.63639571762175,61.35837784639071,5.352930780466594,1.0377098168428767,1
0,1,0,0,51.912036929078106,1.363482971230495,0.645788264615117,0.37402929836919196,0.7406148539848743,6.083270412309298,68.3122732838484,61.078903570461165,5.7344423470769765,1.0872242092424442,1
0,1,0,0,51.12290711262444,1.5186108783877137,0.756969706332943,0.41568351485758337,0.5085492878664039,4.888868617187443,66.53205187852588,61.672207535882315,5.614443513550855,1.0162556345539342,1
0,0,0,0,74.27168948741182,1.6028504582955803,0.3960531967849979,0.4372318490445601,0.429473401607501,3.7234058221110287,68.74056706179819,71.87986441954605,5.566605875871706,0.7316616531543518,1
0,1,1,0,76.8294629329802,1.3613615748722288,0.41092984206997796,0.4390198557843121,0.4094105516480792,3.50052004423845,68.21677759788119,75.63473523557285,5.938854005752242,0.7658052990348668,1
0,1,1,0,76.75856419149743,1.1291878176943673,0.36165191819228465,0.5478346613558112,0.4751718642665609,3.5881363339716383,70.3600507453084,77.20182743163527,6.281718642665609,0.826019266406016,1
0,1,1,0,77.0385671683016,1.1532328351509904,0.27846089534718216,0.509862388167917,0.48826955232640895,3.671526865594345,69.92513656892912,77.54331717261732,6.405315672891422,0.7593617043216644,1
1,0,1,0,72.67674198234899,1.34020493974881,0.13679400933469238,0.14581870697556343,0.5048539148845892,4.238323699932106,71.67788754752205,76.56043615241006,6.074797687542434,0.6047639881544813,1
1,0,0,0,76.58500205333802,1.5476174831710356,0.5253026107597141,0.37761361101704916,0.3416017600330448,3.3579178644471757,66.75001232002809,73.88858609527153,5.525598709214265,0.7705410472690071,1
0,1,1,0,76.32298625019978,1.1161577083393095,0.4660789374521046,0.5910201666468596,0.457302000008196,3.4894797917119154,70.84216479144554,76.58941229194755,6.10302000008196,0.9053679601779969,1
0,1,1,0,76.58431219030805,1.1722703499814429,0.25664175645500137,0.49220751867804835,0.49136252588810536,3.824897679910926,69.98509916109667,77.56585910341622,6.319563691174618,0.7459202410203153,1
0,1,1,0,74.30175320312081,1.2669849574175218,0.18733941649242036,0.2797404165944034,0.49942146458259035,4.030473427507804,71.04961286042132,76.98086056708648,6.204704107807622,0.661602418617117,1
0,1,1,0,76.12410401579714,1.3018330974329646,0.31732557932862154,0.48585773041467495,0.4688372103356892,3.6886730497038034,69.53363203176315,75.67152540733477,6.128119029788508,0.7502067365072399,1
0,0,0,0,74.95321395284797,1.4921027326622047,0.3670884070039613,0.4551218662622592,0.44395579649801936,3.7106272383841006,69.03234472356304,73.27485980973569,5.773192979457041,0.7384846011634905,1
1,0,1,0,48.1610326711141,1.6462434878557513,0.42784519205254173,0.35910014128217077,0.29279355849683664,3.85692467991243,64.05847275938702,64.43652203089759,4.626935099343228,0.6957200038103137,1
1,0,1,0,45.83609800683067,1.9597893797965413,0.4506344083648386,0.195658464106076,0.6057407163735319,3.76,64.14200089193287,64.01537633459355,3.797913756104689,0.7885381703720391,1
1,0,1,0,43.539697945245166,1.9659165315533034,0.507789255425499,0.2212810707168653,0.6036954118861132,4.500834684466966,64.34526401534961,66.41923219631767,4.229017756925035,0.8333576924786186,1
0,1,0,1,41.36026900562635,0.9926818758750726,0.5512103737662691,0.40354239421896604,0.45138782792595133,4.570189492247586,66.77884372357524,64.18507468264396,5.688345098741621,0.8194987793193231,1
1,0,1,0,43.19261761684171,1.885639448793321,0.5314001621196115,0.33319676844695845,0.6445422804669279,5.30360551206679,65.39122718189878,67.49116736023036,4.585542448006134,0.9179427563059894,1
0,1,0,1,47.59044635792888,1.888579668128348,0.419237399129317,0.2646024122211905,0.6410218917000459,3.76,64.81849315278069,62.75949596517268,3.7072832139815337,0.8180477171788801,1
1,0,1,0,43.9204377760587,1.950046100749849,0.4983686611468957,0.14554838164535872,0.5661405529675783,4.063594409969259,64.30062193763827,65.86290314014136,4.053202734660413,0.7708259656784139,1
1,0,1,0,42.63145805986172,1.5252749183610383,0.5180489201775202,0.25833542320156594,0.5096715948395099,4.158183553720706,65.05042856682833,64.81815697842916,4.77891735638351,0.7868510486183816,1
1,0,1,0,43.790332098730254,2.0108110769383667,0.4878174235113847,0.12595811204227553,0.562805740495142,3.7825801102929617,63.47472631635096,65.39530373296448,3.9498414629637324,0.7570878852153976,1
1,0,1,0,47.4487313371642,1.7114541733582076,0.4374763086805968,0.3191711369283591,0.33803974182238705,3.840872818865672,63.9461097320597,64.60105360662686,4.50654614149254,0.7055869191531865,1
1,0,1,0,50.704523590535686,1.4133886853734934,0.39345432891670057,0.5016789280328455,0.13122814938991623,3.9142427851388324,64.45969949597183,63.84901145232697,5.0568208885412425,0.6604871488637539,1
0,0,0,1,75.31704660651756,1.1767350879734682,0.6432468002348842,0.4545329631861545,0.41253610231924526,6.295208886583894,72.78217821978568,68.99926346296114,4.978785317154522,0.9140997380510644,1
0,0,0,1,74.71272972088023,1.0132586442754699,0.58155445456646,0.5864347735604671,0.35079069212457104,6.122200797485018,74.73056016793397,69.0920036599941,4.578718086035957,0.9006063244788097,1
0,0,0,1,74.75891014965255,1.014239663822898,0.5906124128469822,0.5827630478962783,0.34400542343835266,6.143310990095317,74.6650056343999,69.02752353672645,4.593741812102084,0.9013791275610644,1
0,0,0,1,73.37532554578276,1.3724672895489947,0.6011314836379279,0.5307581581286602,0.4443083722254423,6.0136039720159395,75.34214252312987,68.33162383209563,5.467889018275675,0.9293215069690609,1
0,0,0,1,74.15951421856661,1.1536239390046663,0.5922409725220645,0.5679159353564993,0.3818468325909152,6.081992519061042,75.04123291613142,68.74195511436625,4.934458351323874,0.9122489918839514,1
0,0,0,1,74.71163464674297,1.0079397127515832,0.5833378610185868,0.5894696933123319,0.345659487595645,6.125329580734363,74.77045215436313,69.06712983316181,4.571209006237529,0.9004691578849457,1
0,0,0,0,73.16732422754164,1.582284482741636,0.39467795567060526,0.7331433049668326,0.6298984549847683,5.381348522189325,71.63121641299075,69.9223320644612,5.520391289716724,1.0616745426103065,1
0,0,0,1,73.46740264593008,1.541057150480631,0.3727868008699208,0.585746585840126,0.363218765488504,6.904903885010396,75.11428426550677,69.99748354874079,4.032698539785826,0.8119778476116444,1
0,0,0,1,73.71499798441407,1.2776749810937482,0.5972805461069335,0.5468531021684573,0.41725306752050734,6.043226568408204,75.2118030990039,68.50935941044922,5.236832766416011,0.921926522785035,1
0,0,0,0,54.975153888580486,0.7269359490773099,0.9185911826002531,0.3553780396836491,0.3264221266823839,3.904995840849176,63.85236434161219,62.414829474816216,6.9052121166920255,1.0432080676714908,1
0,0,1,0,53.36110114248823,1.4304525064180473,0.9543045744569298,0.5457314431983861,0.13798500352803075,3.9105127535318216,60.5952198651831,64.50040764761509,4.598386103979948,1.1280960976869363,1
0,0,0,1,53.73060428474034,1.5060326946059788,0.5226577219169659,0.2039410366151851,0.5066483659113852,3.624987598155191,65.54992109083639,66.2387519759375,4.514408117104468,0.7680786827519418,1
0,0,1,0,52.74172024154699,1.426279334347547,0.9103909832654736,0.5474748259802839,0.0822904992393397,4.069307352603394,61.363665901457146,65.72936423732601,4.383943963488306,1.065778462350091,1
0,1,1,0,51.701989353121284,1.4377680734461735,0.7208267881381352,0.46418146751524125,0.07367394491536977,4.287593395477299,64.0233090027892,68.41772918640463,3.9703493559377496,0.8606663898330336,1
0,1,0,1,54.46162089407577,1.3838234274112324,0.7276021336722558,0.3946317936382572,0.13885308737723367,3.937941142470411,62.60515465786319,65.0377963106585,5.3938257394233,0.8442959653587276,1
0,1,0,1,54.88901105710624,1.3703975584155108,0.6213140041227935,0.32101327864505064,0.1580968329377679,3.9334658528051705,63.60538189804444,65.32645249406652,5.684719567663934,0.7204940781474594,1
1,0,1,0,50.99756906645541,1.390479605103686,0.3999757861566703,0.5172309864327943,0.11455236856989301,3.920479605103686,64.42662041913603,63.79751381329108,5.092166449973127,0.6652763847091058,1
0,0,1,0,52.78798615754807,1.425768108756375,0.918826205519814,0.5511812115162819,0.0826739184327188,4.059594066371123,61.245317177100794,65.60973744899174,4.402348084770503,1.0749055336177822,1
0,0,0,0,55.088100648004044,0.6799256762361534,0.9121196385467951,0.33926023185239546,0.34266203911841975,3.9019432257296205,64.11977342608526,62.289672254914436,7.060895487789362,1.0340729555272619,1
0,0,1,0,52.60503777022662,1.4277896378980484,0.8854709746822014,0.5365251252391491,0.08115777157646369,4.09800312006292,61.71330117339821,66.08277526814334,4.329573035670258,1.0388145380487517,1
1,0,0,1,53.724113333347326,1.545911785721031,0.6871515119005399,0.5118393452447155,0.5753612976089797,4.346069523747568,70.28880940477364,67.35560333328436,4.31268964288937,1.0560250465864536,1
1,0,0,1,53.466861925086235,1.6363845158298198,0.500822190885396,0.7167969054848607,0.4911409047891917,4.200121308125723,70.59934709961671,66.87571355444615,5.528216789977007,1.0285277967570237,1
0,0,0,1,54.69797065028662,1.4442651092079175,0.40381273423892317,0.6004648098163103,0.5098736628196991,3.844782390171972,70.27509326135487,64.78087043931211,5.270196466245447,0.9098822640606399,1
1,0,0,1,53.7257383899819,1.6438341982728604,0.5671243646284586,0.6605518030399031,0.4522163140243038,3.7568652027647995,70.52857511640782,66.72485748497456,5.135246041106607,0.9963295500303005,1
0,0,1,0,54.892383754815775,1.550331932635558,0.525100490062348,0.4550848037022508,0.5085938376572817,3.8661918774078896,69.51207913033063,65.67530181945212,5.479990897283193,0.8768110344437604,1
0,0,1,0,54.8717322773452,1.5524931337661991,0.5272016578282493,0.45853071883832885,0.5066727699856006,3.8558661386726034,69.53285067453069,65.6953529632753,5.465462823016105,0.8788248117353902,1
1,0,1,0,54.160951525655406,1.5052386556050747,0.5016195136084306,0.5492383459285861,0.41542858912437075,3.519523308142828,70.07381105744547,66.01333560429424,5.465235558840188,0.8529069933218321,1
0,0,0,1,55.10710994671262,1.3332130144637175,0.286039065339153,0.5931587509515603,0.5583858936816392,4.090265968027572,70.16988601370247,63.79893612788971,5.518602467646947,0.8776042981911182,1
1,0,0,1,53.327786523065726,1.632382345987503,0.465202879288777,0.747013287794352,0.5120522422152967,4.438250413743569,70.63736771311872,66.95675749375306,5.739331249159214,1.0458255611933516,1
0,1,1,0,67.23860005038911,1.8058133400518805,0.549183033004863,0.6057016234160193,0.3873496576806098,5.86417347106355,73.3139335516861,68.74256657428664,4.071399949610896,0.948063292157979,1
0,1,1,0,67.31107934312682,1.7936931143756067,0.6617759624643897,0.47126546158000177,0.46832935012757027,6.492260797631719,74.10518669794634,67.68904898545847,3.853693114375607,0.9504517324592439,1
0,1,1,0,67.33825798858396,1.802752662861318,0.6633290279190831,0.46595915460979953,0.44005061664002904,6.459258156719485,74.10389247673409,67.86894573396046,3.8627526628613182,0.9329215970525635,1
0,1,1,0,67.38541145068059,1.825388193424078,0.6453445001957833,0.4796885048324978,0.36116829129529565,6.265457965193599,73.95011628628254,68.47341234041892,3.9245885493194153,0.8931384782457853,1
0,1,1,0,67.46109375746016,1.669049449947685,0.6313580662646857,0.4654101590475621,0.41766798012675255,6.894218846982153,74.00069008613794,67.77304675936743,4.84542986094885,0.8943471221987744,1
0,1,1,0,67.4524297230557,1.702983584698532,0.6390834969420063,0.46216114614588527,0.4044553276599333,6.781586399724022,74.02162816928207,67.90733929263673,4.643991061044885,0.8913640385676928,1
0,1,0,1,69.923021029394,1.0858586128828664,0.3171904889304941,0.7669849025641816,0.7174065196999028,6.108731479674733,74.52522364978122,67.0666798336457,7.146826590369793,1.1018947142066189,1
0,1,0,1,68.86446585998762,1.4005642037874662,0.46555169607123403,0.6329284950100145,0.5641408098437665,6.214995705174989,74.34539188355002,67.63478473151244,5.769478744462647,1.0081368468146226,1
0,1,1,0,67.24983425087505,1.5799605318980348,0.5593022867834512,0.4100631405114916,0.2959629033648137,6.630876090443796,74.2389108156122,68.5454380452219,4.098366223418305,0.7558012436514747,1
0,0,0,1,76.98386560261416,1.201375551523026,0.5587303940645902,0.4446464659537558,0.3875048230827439,6.4320633272845384,74.95166439571183,69.65510327451939,5.113782766688321,0.8297284841381672,1
0,1,1,0,79.59548466683253,1.477216065973086,0.5507880940879788,0.23702562309058012,0.4665789493022729,6.8096329566097475,74.3377145384372,70.30146117888725,5.84798475869049,0.7605501625706333,1
0,1,1,0,77.75436594176821,1.4178338751116917,0.49924185628909207,0.30993508737075687,0.5492491873324626,6.441479750733973,73.85891575226574,70.56440437492022,5.50700325067015,0.8106849581901974,1
1,0,0,0,81.11945022784528,1.3109167332163127,0.5861283694277907,0.7277152393512719,0.6006601282482658,7.319675741065797,72.08902588432206,69.06713637430313,6.994697092129494,1.1375310552576667,1
0,1,1,0,77.51439659991038,1.4115543035490568,0.4970440062421699,0.31720144875037715,0.5586685446764148,6.400213994750945,73.73153015770944,70.56888978317924,5.4693258212943405,0.8186195513050916,1
0,1,1,0,77.95235890045356,1.2871461756859244,0.5471156220425311,0.38103325303293945,0.40859010152278974,6.5607192635288865,75.00348414781025,69.92134958702505,5.349651983136292,0.799685562023782,1
0,0,0,0,74.81291111938661,1.3408612255540424,0.47230142894391475,0.3990034390017511,0.6647081616689366,5.9356594822122775,72.29747057552486,70.61938483888997,5.045167353324254,0.9079442455672849,1
0,0,0,1,81.18637771457871,1.3743622285421289,0.3651842870996399,0.36388501098729653,0.3177905823426185,6.172157633145326,75.15521259048596,68.16955958506236,4.55952785677661,0.610578606863962,1
0,0,0,1,76.75113970677583,1.1807651400834687,0.5615213872803636,0.4599325211047607,0.3824380969371861,6.401147710125203,74.93921227213376,69.59112512234243,5.0571041352295385,0.8369477039079576,1
0,1,0,0,71.58435452633694,2.054736980539898,0.40796619003587054,0.493440282628569,0.5176936420989199,6.686939051247258,75.8485641528276,68.91373451777727,5.397126990526167,0.8599917441283721,1
0,0,0,1,73.68198990032462,1.447620633806991,0.40960712311843156,0.5871718886368424,0.3588636736096479,6.771083789096453,75.06519050250876,69.83040638757012,4.123759551798272,0.8272242747972229,1
0,0,0,0,72.55964765974636,2.0108978294291564,0.19166054984567404,0.5405690690232517,0.4479582054355243,7.4395201162156015,74.8118406182029,71.03531770393234,3.7381387357505664,0.7482457322499644,1
0,0,0,0,71.71154944741704,2.09306969648185,0.3201494226052166,0.5187050272266738,0.47953516577488575,7.033675890904006,75.72659642028502,69.59501142383651,4.789030723992472,0.8133935316115397,1
0,0,0,0,72.10693533413433,2.133437751188739,0.13934868279426818,0.5767102715920361,0.39082972569100055,7.75331338941438,75.42553508960765,71.05674038560021,3.4553784628245343,0.7153166276049976,1
0,0,0,0,73.2887297615893,1.6188556757655446,0.34212890743137436,0.5845598286747629,0.3668449679382246,7.016327196647263,75.15516145675817,70.1365978609028,3.9568779431098506,0.7992831368804548,1
